Record_Number,Listing_ID,Property_Title,Property_Type,Configuration,Price_2025_INR,Price_in_Lakhs_INR,Area_sqft,Bedrooms,Bathrooms,Price_per_Sqft,Locality,City,Zone,Builder_Owner,Construction_Status,RERA_Status,Facing,Furnishing,Price_2016_INR,Price_2017_INR,Price_2018_INR,Price_2019_INR,Price_2020_INR,Price_2021_INR,Price_2022_INR,Price_2023_INR,Price_2024_INR
959,1786023688-959,Kolte-Patil Imperia Court,5 BHK Villa,5 BHK,16970000.0,169.7,2403.0,5,4,7062.0,C V Raman Nagar,Bangalore,South,Kolte-Patil,Under Construction,Yes,East,Fully-Furnished,10182000.0,11030500.0,11879000.0,12727500.0,13576000.0,14424500.0,15273000.0,16121500.0,16630600.0
960,1786023688-960,Piramal Realty Elegance Gardens,1 BHK Flat,1 BHK,4810000.0,48.1,523.0,1,1,9197.0,Varthur,Bangalore,East,Piramal Realty,Under Construction,Yes,East,Fully-Furnished,2886000.0,3126500.0,3367000.0,3607500.0,3848000.0,4088500.0,4329000.0,4569500.0,4713800.0
961,1786023688-961,Prestige Group Urban Haven,2 BHK Flat,2 BHK,9910000.0,99.1,1090.0,2,2,9092.0,Whitefield,Bangalore,West,Prestige Group,Under Construction,Yes,West,Unfurnished,5946000.0,6441500.0,6937000.0,7432500.0,7928000.0,8423500.0,8919000.0,9414500.0,9711800.0
962,1786023688-962,DLF Limited Central Enclave,3 BHK Flat,3 BHK,13100000.0,131.0,1639.0,3,3,7993.0,Koramangala,Bangalore,Central,DLF Limited,Ready To Move,Yes,East,Fully-Furnished,7860000.0,8515000.0,9170000.0,9825000.0,10480000.0,11135000.0,11790000.0,12445000.0,12838000.0
963,1786023688-963,Godrej Properties Valley Square,4 BHK Flat,4 BHK,14240000.0,142.4,1882.0,4,4,7566.0,Indiranagar,Bangalore,Central,Godrej Properties,Under Construction,Yes,East,Fully-Furnished,8544000.0,9256000.0,9968000.0,10680000.0,11392000.0,12104000.0,12816000.0,13528000.0,13955200.0
964,1786023688-964,Sobha Limited Heights Plaza,5 BHK Villa,5 BHK,23890000.0,238.9,2425.0,5,4,9852.0,HSR Layout,Bangalore,South,Sobha Limited,Ready To Move,Yes,West,Semi-Furnished,14334000.0,15528500.0,16723000.0,17917500.0,19112000.0,20306500.0,21501000.0,22695500.0,23412200.0
965,1786023688-965,Oberoi Realty Palms Terraces,1 BHK Flat,1 BHK,5820000.0,58.2,693.0,1,1,8398.0,Electronic City,Bangalore,South,Oberoi Realty,Ready To Move,Yes,West,Semi-Furnished,3492000.0,3783000.0,4074000.0,4365000.0,4656000.0,4947000.0,5238000.0,5529000.0,5703600.0
966,1786023688-966,Hiranandani Group Vista Residences,2 BHK Flat,2 BHK,8550000.0,85.5,973.0,2,2,8787.0,Hebbal,Bangalore,West,Hiranandani Group,Ready To Move,Yes,East,Semi-Furnished,5130000.0,5557500.0,5985000.0,6412500.0,6840000.0,7267500.0,7695000.0,8122500.0,8379000.0
967,1786023688-967,Lodha Group Avenue Greens,3 BHK Flat,3 BHK,10900000.0,109.0,1552.0,3,3,7023.0,Yelahanka,Bangalore,North,Lodha Group,Under Construction,Yes,East,Unfurnished,6540000.0,7085000.0,7630000.0,8175000.0,8720000.0,9265000.0,9810000.0,10355000.0,10682000.0
968,1786023688-968,Aparna Constructions Oasis Estate,4 BHK Flat,4 BHK,15720000.0,157.2,1918.0,4,4,8196.0,Sarjapur Road,Bangalore,South,Aparna Constructions,Ready To Move,Yes,East,Semi-Furnished,9432000.0,10218000.0,11004000.0,11790000.0,12576000.0,13362000.0,14148000.0,14934000.0,15405600.0
969,1786023688-969,Brigade Group Solitaire Heights,5 BHK Villa,5 BHK,20090000.0,200.9,2497.0,5,4,8046.0,Bellandur,Bangalore,East,Brigade Group,Under Construction,Yes,North-East,Fully-Furnished,12054000.0,13058500.0,14063000.0,15067500.0,16072000.0,17076500.0,18081000.0,19085500.0,19688200.0
970,1786023688-970,Puravankara Signature Villas,1 BHK Flat,1 BHK,7060000.0,70.6,736.0,1,1,9592.0,Thanisandra,Bangalore,Central,Puravankara,Ready To Move,Yes,East,Fully-Furnished,4236000.0,4589000.0,4942000.0,5295000.0,5648000.0,6001000.0,6354000.0,6707000.0,6918800.0
971,1786023688-971,Rustomjee Crown Towers,2 BHK Flat,2 BHK,8570000.0,85.7,1122.0,2,2,7638.0,Marathahalli,Bangalore,North,Rustomjee,Under Construction,Yes,North,Fully-Furnished,5142000.0,5570500.0,5999000.0,6427500.0,6856000.0,7284500.0,7713000.0,8141500.0,8398600.0
972,1786023688-972,Tata Housing Royal Park,3 BHK Flat,3 BHK,11410000.0,114.1,1404.0,3,3,8127.0,Jayanagar,Bangalore,Central,Tata Housing,Ready To Move,Yes,West,Unfurnished,6846000.0,7416500.0,7987000.0,8557500.0,9128000.0,9698500.0,10269000.0,10839500.0,11181800.0
973,1786023688-973,Mahindra Lifespaces Grand Court,4 BHK Flat,4 BHK,18260000.0,182.6,1916.0,4,4,9530.0,Rajajinagar,Bangalore,West,Mahindra Lifespaces,Under Construction,Yes,North,Semi-Furnished,10956000.0,11869000.0,12782000.0,13695000.0,14608000.0,15521000.0,16434000.0,17347000.0,17894800.0
974,1786023688-974,Casagrand Emerald Gardens,5 BHK Villa,5 BHK,23160000.0,231.6,2362.0,5,4,9805.0,Banashankari,Bangalore,South,Casagrand,Ready To Move,Yes,North,Unfurnished,13896000.0,15054000.0,16212000.0,17370000.0,18528000.0,19686000.0,20844000.0,22002000.0,22696800.0
975,1786023688-975,Kolte-Patil Serene Haven,1 BHK Flat,1 BHK,6440000.0,64.4,648.0,1,1,9938.0,Malleshwaram,Bangalore,Central,Kolte-Patil,Ready To Move,Yes,North,Unfurnished,3864000.0,4186000.0,4508000.0,4830000.0,5152000.0,5474000.0,5796000.0,6118000.0,6311200.0
976,1786023688-976,Piramal Realty Skyline Enclave,2 BHK Flat,2 BHK,11180000.0,111.8,1112.0,2,2,10054.0,Kaggadasapura,Bangalore,North,Piramal Realty,Under Construction,Yes,West,Semi-Furnished,6708000.0,7267000.0,7826000.0,8385000.0,8944000.0,9503000.0,10062000.0,10621000.0,10956400.0
977,1786023688-977,Prestige Group Imperia Square,3 BHK Flat,3 BHK,12290000.0,122.9,1584.0,3,3,7759.0,BTM Layout,Bangalore,Central,Prestige Group,Ready To Move,Yes,West,Unfurnished,7374000.0,7988500.0,8603000.0,9217500.0,9832000.0,10446500.0,11061000.0,11675500.0,12044200.0
978,1786023688-978,DLF Limited Elegance Plaza,4 BHK Flat,4 BHK,18040000.0,180.4,1967.0,4,4,9171.0,JP Nagar,Bangalore,South,DLF Limited,Ready To Move,Yes,North,Fully-Furnished,10824000.0,11726000.0,12628000.0,13530000.0,14432000.0,15334000.0,16236000.0,17138000.0,17679200.0
979,1786023688-979,Godrej Properties Urban Terraces,5 BHK Villa,5 BHK,19250000.0,192.5,2400.0,5,4,8021.0,C V Raman Nagar,Bangalore,West,Godrej Properties,Ready To Move,Yes,East,Unfurnished,11550000.0,12512500.0,13475000.0,14437500.0,15400000.0,16362500.0,17325000.0,18287500.0,18865000.0
980,1786023688-980,Sobha Limited Central Residences,1 BHK Flat,1 BHK,4660000.0,46.6,531.0,1,1,8776.0,Varthur,Bangalore,North,Sobha Limited,Under Construction,Yes,East,Unfurnished,2796000.0,3029000.0,3262000.0,3495000.0,3728000.0,3961000.0,4194000.0,4427000.0,4566800.0
981,1786023688-981,Oberoi Realty Valley Greens,2 BHK Flat,2 BHK,10770000.0,107.7,1126.0,2,2,9565.0,Whitefield,Bangalore,North,Oberoi Realty,Ready To Move,Yes,East,Unfurnished,6462000.0,7000500.0,7539000.0,8077500.0,8616000.0,9154500.0,9693000.0,10231500.0,10554600.0
982,1786023688-982,Hiranandani Group Heights Estate,3 BHK Flat,3 BHK,12680000.0,126.8,1625.0,3,3,7803.0,Koramangala,Bangalore,Central,Hiranandani Group,Ready To Move,Yes,West,Semi-Furnished,7608000.0,8242000.0,8876000.0,9510000.0,10144000.0,10778000.0,11412000.0,12046000.0,12426400.0
983,1786023688-983,Lodha Group Palms Heights,4 BHK Flat,4 BHK,15740000.0,157.4,2002.0,4,4,7862.0,Indiranagar,Bangalore,East,Lodha Group,Ready To Move,Yes,East,Semi-Furnished,9444000.0,10231000.0,11018000.0,11805000.0,12592000.0,13379000.0,14166000.0,14953000.0,15425200.0
984,1786023688-984,Aparna Constructions Vista Villas,5 BHK Villa,5 BHK,20880000.0,208.8,2517.0,5,4,8296.0,HSR Layout,Bangalore,East,Aparna Constructions,Under Construction,Yes,East,Fully-Furnished,12528000.0,13572000.0,14616000.0,15660000.0,16704000.0,17748000.0,18792000.0,19836000.0,20462400.0
985,1786023688-985,Brigade Group Avenue Towers,1 BHK Flat,1 BHK,6760000.0,67.6,740.0,1,1,9135.0,Electronic City,Bangalore,North,Brigade Group,Under Construction,Yes,West,Semi-Furnished,4056000.0,4394000.0,4732000.0,5070000.0,5408000.0,5746000.0,6084000.0,6422000.0,6624800.0
986,1786023688-986,Puravankara Oasis Park,2 BHK Flat,2 BHK,7970000.0,79.7,1158.0,2,2,6883.0,Hebbal,Bangalore,South,Puravankara,Ready To Move,Yes,East,Semi-Furnished,4782000.0,5180500.0,5579000.0,5977500.0,6376000.0,6774500.0,7173000.0,7571500.0,7810600.0
987,1786023688-987,Rustomjee Solitaire Court,3 BHK Flat,3 BHK,15000000.0,150.0,1506.0,3,3,9960.0,Yelahanka,Bangalore,North,Rustomjee,Under Construction,Yes,West,Fully-Furnished,9000000.0,9750000.0,10500000.0,11250000.0,12000000.0,12750000.0,13500000.0,14250000.0,14700000.0
988,1786023688-988,Tata Housing Signature Gardens,4 BHK Flat,4 BHK,18220000.0,182.2,2025.0,4,4,8998.0,Sarjapur Road,Bangalore,East,Tata Housing,Ready To Move,Yes,East,Unfurnished,10932000.0,11843000.0,12754000.0,13665000.0,14576000.0,15487000.0,16398000.0,17309000.0,17855600.0
989,1786023688-989,Mahindra Lifespaces Crown Haven,5 BHK Villa,5 BHK,23020000.0,230.2,2487.0,5,4,9256.0,Bellandur,Bangalore,East,Mahindra Lifespaces,Ready To Move,Yes,East,Unfurnished,13812000.0,14963000.0,16114000.0,17265000.0,18416000.0,19567000.0,20718000.0,21869000.0,22559600.0
990,1786023688-990,Casagrand Royal Enclave,1 BHK Flat,1 BHK,4910000.0,49.1,633.0,1,1,7757.0,Thanisandra,Bangalore,North,Casagrand,Under Construction,Yes,East,Fully-Furnished,2946000.0,3191500.0,3437000.0,3682500.0,3928000.0,4173500.0,4419000.0,4664500.0,4811800.0
991,1786023688-991,Kolte-Patil Grand Square,2 BHK Flat,2 BHK,9650000.0,96.5,962.0,2,2,10031.0,Marathahalli,Bangalore,Central,Kolte-Patil,Ready To Move,Yes,North-East,Unfurnished,5790000.0,6272500.0,6755000.0,7237500.0,7720000.0,8202500.0,8685000.0,9167500.0,9457000.0
992,1786023688-992,Piramal Realty Emerald Plaza,3 BHK Flat,3 BHK,11290000.0,112.9,1454.0,3,3,7765.0,Jayanagar,Bangalore,Central,Piramal Realty,Under Construction,Yes,North,Unfurnished,6774000.0,7338500.0,7903000.0,8467500.0,9032000.0,9596500.0,10161000.0,10725500.0,11064200.0
993,1786023688-993,Prestige Group Serene Terraces,4 BHK Flat,4 BHK,15910000.0,159.1,1873.0,4,4,8494.0,Rajajinagar,Bangalore,West,Prestige Group,Under Construction,Yes,West,Unfurnished,9546000.0,10341500.0,11137000.0,11932500.0,12728000.0,13523500.0,14319000.0,15114500.0,15591800.0
994,1786023688-994,DLF Limited Skyline Residences,5 BHK Villa,5 BHK,23360000.0,233.6,2433.0,5,4,9601.0,Banashankari,Bangalore,Central,DLF Limited,Under Construction,Yes,North,Unfurnished,14016000.0,15184000.0,16352000.0,17520000.0,18688000.0,19856000.0,21024000.0,22192000.0,22892800.0
995,1786023688-995,Godrej Properties Imperia Greens,1 BHK Flat,1 BHK,3940000.0,39.4,550.0,1,1,7164.0,Malleshwaram,Bangalore,North,Godrej Properties,Ready To Move,Yes,North,Unfurnished,2364000.0,2561000.0,2758000.0,2955000.0,3152000.0,3349000.0,3546000.0,3743000.0,3861200.0
996,1786023688-996,Sobha Limited Elegance Estate,2 BHK Flat,2 BHK,11610000.0,116.1,1181.0,2,2,9831.0,Kaggadasapura,Bangalore,East,Sobha Limited,Ready To Move,Yes,North-East,Fully-Furnished,6966000.0,7546500.0,8127000.0,8707500.0,9288000.0,9868500.0,10449000.0,11029500.0,11377800.0
997,1786023688-997,Oberoi Realty Urban Heights,3 BHK Flat,3 BHK,12350000.0,123.5,1576.0,3,3,7836.0,BTM Layout,Bangalore,Central,Oberoi Realty,Under Construction,Yes,North-East,Unfurnished,7410000.0,8027500.0,8645000.0,9262500.0,9880000.0,10497500.0,11115000.0,11732500.0,12103000.0
998,1786023688-998,Hiranandani Group Central Villas,4 BHK Flat,4 BHK,18290000.0,182.9,2054.0,4,4,8905.0,JP Nagar,Bangalore,East,Hiranandani Group,Under Construction,Yes,North-East,Unfurnished,10974000.0,11888500.0,12803000.0,13717500.0,14632000.0,15546500.0,16461000.0,17375500.0,17924200.0
999,1786023688-999,Lodha Group Valley Towers,5 BHK Villa,5 BHK,16960000.0,169.6,2344.0,5,4,7235.0,C V Raman Nagar,Bangalore,South,Lodha Group,Ready To Move,Yes,East,Unfurnished,10176000.0,11024000.0,11872000.0,12720000.0,13568000.0,14416000.0,15264000.0,16112000.0,16620800.0
1000,1786023688-1000,Aparna Constructions Heights Park,1 BHK Flat,1 BHK,5300000.0,53.0,734.0,1,1,7221.0,Varthur,Bangalore,West,Aparna Constructions,Under Construction,Yes,North,Semi-Furnished,3180000.0,3445000.0,3710000.0,3975000.0,4240000.0,4505000.0,4770000.0,5035000.0,5194000.0
1001,1786023688-1001,Brigade Group Palms Court,2 BHK Flat,2 BHK,9570000.0,95.7,1047.0,2,2,9140.0,Whitefield,Bangalore,South,Brigade Group,Under Construction,Yes,North,Fully-Furnished,5742000.0,6220500.0,6699000.0,7177500.0,7656000.0,8134500.0,8613000.0,9091500.0,9378600.0
1002,1786023688-1002,Puravankara Vista Gardens,3 BHK Flat,3 BHK,11540000.0,115.4,1472.0,3,3,7840.0,Koramangala,Bangalore,North,Puravankara,Ready To Move,Yes,West,Semi-Furnished,6924000.0,7501000.0,8078000.0,8655000.0,9232000.0,9809000.0,10386000.0,10963000.0,11309200.0
1003,1786023688-1003,Rustomjee Avenue Haven,4 BHK Flat,4 BHK,14530000.0,145.3,1949.0,4,4,7455.0,Indiranagar,Bangalore,Central,Rustomjee,Ready To Move,Yes,North,Semi-Furnished,8718000.0,9444500.0,10171000.0,10897500.0,11624000.0,12350500.0,13077000.0,13803500.0,14239400.0
1004,1786023688-1004,Tata Housing Oasis Enclave,5 BHK Villa,5 BHK,24560000.0,245.6,2546.0,5,4,9647.0,HSR Layout,Bangalore,West,Tata Housing,Under Construction,Yes,North-East,Unfurnished,14736000.0,15964000.0,17192000.0,18420000.0,19648000.0,20876000.0,22104000.0,23332000.0,24068800.0
1005,1786023688-1005,Mahindra Lifespaces Solitaire Square,1 BHK Flat,1 BHK,5640000.0,56.4,669.0,1,1,8430.0,Electronic City,Bangalore,East,Mahindra Lifespaces,Under Construction,Yes,East,Unfurnished,3384000.0,3666000.0,3948000.0,4230000.0,4512000.0,4794000.0,5076000.0,5358000.0,5527200.0
1006,1786023688-1006,Casagrand Signature Plaza,2 BHK Flat,2 BHK,9230000.0,92.3,1039.0,2,2,8884.0,Hebbal,Bangalore,Central,Casagrand,Under Construction,Yes,East,Fully-Furnished,5538000.0,5999500.0,6461000.0,6922500.0,7384000.0,7845500.0,8307000.0,8768500.0,9045400.0
1007,1786023688-1007,Kolte-Patil Crown Terraces,3 BHK Flat,3 BHK,10070000.0,100.7,1443.0,3,3,6979.0,Yelahanka,Bangalore,South,Kolte-Patil,Under Construction,Yes,East,Fully-Furnished,6042000.0,6545500.0,7049000.0,7552500.0,8056000.0,8559500.0,9063000.0,9566500.0,9868600.0
1008,1786023688-1008,Piramal Realty Royal Residences,4 BHK Flat,4 BHK,17030000.0,170.3,1934.0,4,4,8806.0,Sarjapur Road,Bangalore,South,Piramal Realty,Ready To Move,Yes,North-East,Fully-Furnished,10218000.0,11069500.0,11921000.0,12772500.0,13624000.0,14475500.0,15327000.0,16178500.0,16689400.0
1009,1786023688-1009,Prestige Group Grand Greens,5 BHK Villa,5 BHK,16210000.0,162.1,2311.0,5,4,7014.0,Bellandur,Bangalore,East,Prestige Group,Under Construction,Yes,East,Unfurnished,9726000.0,10536500.0,11347000.0,12157500.0,12968000.0,13778500.0,14589000.0,15399500.0,15885800.0
1010,1786023688-1010,DLF Limited Emerald Estate,1 BHK Flat,1 BHK,4110000.0,41.1,554.0,1,1,7419.0,Thanisandra,Bangalore,West,DLF Limited,Under Construction,Yes,East,Unfurnished,2466000.0,2671500.0,2877000.0,3082500.0,3288000.0,3493500.0,3699000.0,3904500.0,4027800.0
1011,1786023688-1011,Godrej Properties Serene Heights,2 BHK Flat,2 BHK,10010000.0,100.1,986.0,2,2,10152.0,Marathahalli,Bangalore,South,Godrej Properties,Ready To Move,Yes,North,Semi-Furnished,6006000.0,6506500.0,7007000.0,7507500.0,8008000.0,8508500.0,9009000.0,9509500.0,9809800.0
1012,1786023688-1012,Sobha Limited Skyline Villas,3 BHK Flat,3 BHK,11310000.0,113.1,1599.0,3,3,7073.0,Jayanagar,Bangalore,North,Sobha Limited,Ready To Move,Yes,North,Semi-Furnished,6786000.0,7351500.0,7917000.0,8482500.0,9048000.0,9613500.0,10179000.0,10744500.0,11083800.0
1013,1786023688-1013,Oberoi Realty Imperia Towers,4 BHK Flat,4 BHK,17620000.0,176.2,2029.0,4,4,8684.0,Rajajinagar,Bangalore,East,Oberoi Realty,Ready To Move,Yes,West,Unfurnished,10572000.0,11453000.0,12334000.0,13215000.0,14096000.0,14977000.0,15858000.0,16739000.0,17267600.0
1014,1786023688-1014,Hiranandani Group Elegance Park,5 BHK Villa,5 BHK,17090000.0,170.9,2444.0,5,4,6993.0,Banashankari,Bangalore,West,Hiranandani Group,Under Construction,Yes,West,Unfurnished,10254000.0,11108500.0,11963000.0,12817500.0,13672000.0,14526500.0,15381000.0,16235500.0,16748200.0
1015,1786023688-1015,Lodha Group Urban Court,1 BHK Flat,1 BHK,7200000.0,72.0,707.0,1,1,10184.0,Malleshwaram,Bangalore,Central,Lodha Group,Ready To Move,Yes,East,Unfurnished,4320000.0,4680000.0,5040000.0,5400000.0,5760000.0,6120000.0,6480000.0,6840000.0,7056000.0
1016,1786023688-1016,Aparna Constructions Central Gardens,2 BHK Flat,2 BHK,10300000.0,103.0,1130.0,2,2,9115.0,Kaggadasapura,Bangalore,Central,Aparna Constructions,Ready To Move,Yes,North-East,Unfurnished,6180000.0,6695000.0,7210000.0,7725000.0,8240000.0,8755000.0,9270000.0,9785000.0,10094000.0
1017,1786023688-1017,Brigade Group Valley Haven,3 BHK Flat,3 BHK,12140000.0,121.4,1625.0,3,3,7471.0,BTM Layout,Bangalore,South,Brigade Group,Under Construction,Yes,West,Unfurnished,7284000.0,7891000.0,8498000.0,9105000.0,9712000.0,10319000.0,10926000.0,11533000.0,11897200.0
1018,1786023688-1018,Puravankara Heights Enclave,4 BHK Flat,4 BHK,13850000.0,138.5,2036.0,4,4,6803.0,JP Nagar,Bangalore,East,Puravankara,Ready To Move,Yes,North-East,Semi-Furnished,8310000.0,9002500.0,9695000.0,10387500.0,11080000.0,11772500.0,12465000.0,13157500.0,13573000.0
1019,1786023688-1019,Rustomjee Palms Square,5 BHK Villa,5 BHK,20010000.0,200.1,2344.0,5,4,8537.0,C V Raman Nagar,Bangalore,North,Rustomjee,Ready To Move,Yes,West,Unfurnished,12006000.0,13006500.0,14007000.0,15007500.0,16008000.0,17008500.0,18009000.0,19009500.0,19609800.0
1020,1786023688-1020,Tata Housing Vista Plaza,1 BHK Flat,1 BHK,4850000.0,48.5,701.0,1,1,6919.0,Varthur,Bangalore,West,Tata Housing,Ready To Move,Yes,East,Fully-Furnished,2910000.0,3152500.0,3395000.0,3637500.0,3880000.0,4122500.0,4365000.0,4607500.0,4753000.0
1021,1786023688-1021,Mahindra Lifespaces Avenue Terraces,2 BHK Flat,2 BHK,12030000.0,120.3,1180.0,2,2,10195.0,Whitefield,Bangalore,East,Mahindra Lifespaces,Ready To Move,Yes,North-East,Unfurnished,7218000.0,7819500.0,8421000.0,9022500.0,9624000.0,10225500.0,10827000.0,11428500.0,11789400.0
1022,1786023688-1022,Casagrand Oasis Residences,3 BHK Flat,3 BHK,13180000.0,131.8,1411.0,3,3,9341.0,Koramangala,Bangalore,West,Casagrand,Under Construction,Yes,North,Unfurnished,7908000.0,8567000.0,9226000.0,9885000.0,10544000.0,11203000.0,11862000.0,12521000.0,12916400.0
1023,1786023688-1023,Kolte-Patil Solitaire Greens,4 BHK Flat,4 BHK,18480000.0,184.8,2046.0,4,4,9032.0,Indiranagar,Bangalore,Central,Kolte-Patil,Under Construction,Yes,West,Semi-Furnished,11088000.0,12012000.0,12936000.0,13860000.0,14784000.0,15708000.0,16632000.0,17556000.0,18110400.0
1024,1786023688-1024,Piramal Realty Signature Estate,5 BHK Villa,5 BHK,19370000.0,193.7,2346.0,5,4,8257.0,HSR Layout,Bangalore,North,Piramal Realty,Under Construction,Yes,North-East,Unfurnished,11622000.0,12590500.0,13559000.0,14527500.0,15496000.0,16464500.0,17433000.0,18401500.0,18982600.0
1025,1786023688-1025,Prestige Group Crown Heights,1 BHK Flat,1 BHK,4700000.0,47.0,531.0,1,1,8851.0,Electronic City,Bangalore,South,Prestige Group,Ready To Move,Yes,West,Fully-Furnished,2820000.0,3055000.0,3290000.0,3525000.0,3760000.0,3995000.0,4230000.0,4465000.0,4606000.0
1026,1786023688-1026,DLF Limited Royal Villas,2 BHK Flat,2 BHK,9450000.0,94.5,1033.0,2,2,9148.0,Hebbal,Bangalore,East,DLF Limited,Ready To Move,Yes,West,Unfurnished,5670000.0,6142500.0,6615000.0,7087500.0,7560000.0,8032500.0,8505000.0,8977500.0,9261000.0
1027,1786023688-1027,Godrej Properties Grand Towers,3 BHK Flat,3 BHK,16080000.0,160.8,1637.0,3,3,9823.0,Yelahanka,Bangalore,South,Godrej Properties,Ready To Move,Yes,West,Semi-Furnished,9648000.0,10452000.0,11256000.0,12060000.0,12864000.0,13668000.0,14472000.0,15276000.0,15758400.0
1028,1786023688-1028,Sobha Limited Emerald Park,4 BHK Flat,4 BHK,14510000.0,145.1,1951.0,4,4,7437.0,Sarjapur Road,Bangalore,Central,Sobha Limited,Ready To Move,Yes,East,Unfurnished,8706000.0,9431500.0,10157000.0,10882500.0,11608000.0,12333500.0,13059000.0,13784500.0,14219800.0
1029,1786023688-1029,Oberoi Realty Serene Court,5 BHK Villa,5 BHK,21590000.0,215.9,2471.0,5,4,8737.0,Bellandur,Bangalore,West,Oberoi Realty,Ready To Move,Yes,East,Unfurnished,12954000.0,14033500.0,15113000.0,16192500.0,17272000.0,18351500.0,19431000.0,20510500.0,21158200.0
1030,1786023688-1030,Hiranandani Group Skyline Gardens,1 BHK Flat,1 BHK,5940000.0,59.4,600.0,1,1,9900.0,Thanisandra,Bangalore,South,Hiranandani Group,Under Construction,Yes,East,Unfurnished,3564000.0,3861000.0,4158000.0,4455000.0,4752000.0,5049000.0,5346000.0,5643000.0,5821200.0
1031,1786023688-1031,Lodha Group Imperia Haven,2 BHK Flat,2 BHK,11010000.0,110.1,1146.0,2,2,9607.0,Marathahalli,Bangalore,North,Lodha Group,Ready To Move,Yes,North,Fully-Furnished,6606000.0,7156500.0,7707000.0,8257500.0,8808000.0,9358500.0,9909000.0,10459500.0,10789800.0
1032,1786023688-1032,Aparna Constructions Elegance Enclave,3 BHK Flat,3 BHK,11680000.0,116.8,1458.0,3,3,8011.0,Jayanagar,Bangalore,East,Aparna Constructions,Under Construction,Yes,North,Fully-Furnished,7008000.0,7592000.0,8176000.0,8760000.0,9344000.0,9928000.0,10512000.0,11096000.0,11446400.0
1033,1786023688-1033,Brigade Group Urban Square,4 BHK Flat,4 BHK,13420000.0,134.2,1880.0,4,4,7138.0,Rajajinagar,Bangalore,South,Brigade Group,Ready To Move,Yes,East,Fully-Furnished,8052000.0,8723000.0,9394000.0,10065000.0,10736000.0,11407000.0,12078000.0,12749000.0,13151600.0
1034,1786023688-1034,Puravankara Central Plaza,5 BHK Villa,5 BHK,20360000.0,203.6,2375.0,5,4,8573.0,Banashankari,Bangalore,East,Puravankara,Under Construction,Yes,West,Fully-Furnished,12216000.0,13234000.0,14252000.0,15270000.0,16288000.0,17306000.0,18324000.0,19342000.0,19952800.0
1035,1786023688-1035,Rustomjee Valley Terraces,1 BHK Flat,1 BHK,3750000.0,37.5,507.0,1,1,7396.0,Malleshwaram,Bangalore,South,Rustomjee,Ready To Move,Yes,North-East,Unfurnished,2250000.0,2437500.0,2625000.0,2812500.0,3000000.0,3187500.0,3375000.0,3562500.0,3675000.0
1036,1786023688-1036,Tata Housing Heights Residences,2 BHK Flat,2 BHK,6810000.0,68.1,959.0,2,2,7101.0,Kaggadasapura,Bangalore,West,Tata Housing,Under Construction,Yes,North,Fully-Furnished,4086000.0,4426500.0,4767000.0,5107500.0,5448000.0,5788500.0,6129000.0,6469500.0,6673800.0
