Record Number,Listing ID,Property URL,Property Title,Listing Title,Property Type,Configuration,Bedrooms,Bathrooms,Price,Price Range (4 BHK),Price Range (5 BHK),Area,Area Type,Locality,City,Zone,Address,Postal Code,Project Name,Builder / Owner,Seller Type,Brokerage Type,Construction Status,RERA Status,Listing Age,Floor,Total Floors,Parking,Facing,Furnishing,Price / Sqft,Amenities,Special Features,Description,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Images URL,Source Search URL,Source Page URL,Source Row,Estimated Market Price 2016 (₹),Estimated Market Price 2017 (₹),Estimated Market Price 2018 (₹),Estimated Market Price 2019 (₹),Estimated Market Price 2020 (₹),Estimated Market Price 2021 (₹),Estimated Market Price 2022 (₹),Estimated Market Price 2023 (₹),Estimated Market Price 2024 (₹),Estimated Market Price 2025 (₹)
1023,1786023688-1023,N/A,Kolte-Patil Solitaire Greens,"4 BHK Flat in Indiranagar, Bangalore",4 BHK Flat,4 BHK,4,4,₹184.8 Lac,N/A,N/A,2046 sqft,Plot Area,Indiranagar,Bangalore,Central,"Indiranagar, Bangalore",400123,Kolte-Patil Solitaire Greens,Kolte-Patil,Verified Partner,Zero Brokerage,Under Construction,Yes,4d ago,16,20,1 Covered,West,Semi-Furnished,₹9032 /sqft,"Swimming Pool, Elevator, Tennis Court, Parking, Garden, Gymnasium, Clubhouse","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 4 BHK residence located in Indiranagar, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600585154340-be6161a56a0c?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600585154340-be6161a56a0c?auto=format&fit=crop&w=800&q=80,N/A,N/A,1023,11088000,12012000,12936000,13860000,14784000,15708000,16632000,17556000,18110400,18480000
1024,1786023688-1024,N/A,Piramal Realty Signature Estate,"5 BHK Flat in HSR Layout, Bangalore",5 BHK Villa,5 BHK,5,4,₹193.7 Lac,N/A,N/A,2346 sqft,Built-up Area,HSR Layout,Bangalore,North,"HSR Layout, Bangalore",400124,Piramal Realty Signature Estate,Piramal Realty,Verified Partner,Zero Brokerage,Under Construction,Yes,5d ago,17,21,1 Covered,North-East,Unfurnished,₹8257 /sqft,"Clubhouse, Security, Garden, Elevator, Swimming Pool","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 5 BHK residence located in HSR Layout, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?auto=format&fit=crop&w=800&q=80,N/A,N/A,1024,11622000,12590500,13559000,14527500,15496000,16464500,17433000,18401500,18982600,19370000
1025,1786023688-1025,N/A,Prestige Group Crown Heights,"1 BHK Flat in Electronic City, Bangalore",1 BHK Flat,1 BHK,1,1,₹47 Lac,N/A,N/A,531 sqft,Plot Area,Electronic City,Bangalore,South,"Electronic City, Bangalore",400125,Prestige Group Crown Heights,Prestige Group,Verified Partner,Zero Brokerage,Ready To Move,Yes,6d ago,18,22,1 Covered,West,Fully-Furnished,₹8851 /sqft,"Gymnasium, Tennis Court, Clubhouse, Jogging Track, Security","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 1 BHK residence located in Electronic City, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600566753376-12c8ab7fb75b?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600566753376-12c8ab7fb75b?auto=format&fit=crop&w=800&q=80,N/A,N/A,1025,2820000,3055000,3290000,3525000,3760000,3995000,4230000,4465000,4606000,4700000
1026,1786023688-1026,N/A,DLF Limited Royal Villas,"2 BHK Flat in Hebbal, Bangalore",2 BHK Flat,2 BHK,2,2,₹94.5 Lac,N/A,N/A,1033 sqft,Built-up Area,Hebbal,Bangalore,East,"Hebbal, Bangalore",400126,DLF Limited Royal Villas,DLF Limited,Verified Partner,Zero Brokerage,Ready To Move,Yes,7d ago,1,5,1 Covered,West,Unfurnished,₹9148 /sqft,"Gymnasium, Security, Power Backup, Elevator, Tennis Court","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 2 BHK residence located in Hebbal, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1580587771525-78b9dba3b914?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?auto=format&fit=crop&w=800&q=80,N/A,N/A,1026,5670000,6142500,6615000,7087500,7560000,8032500,8505000,8977500,9261000,9450000
1027,1786023688-1027,N/A,Godrej Properties Grand Towers,"3 BHK Flat in Yelahanka, Bangalore",3 BHK Flat,3 BHK,3,3,₹160.8 Lac,N/A,N/A,1637 sqft,Built-up Area,Yelahanka,Bangalore,South,"Yelahanka, Bangalore",400127,Godrej Properties Grand Towers,Godrej Properties,Verified Partner,Zero Brokerage,Ready To Move,Yes,8d ago,2,6,1 Covered,West,Semi-Furnished,₹9823 /sqft,"Jogging Track, Elevator, Parking, Swimming Pool, Tennis Court, Security, Garden","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 3 BHK residence located in Yelahanka, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1570129477492-45c003edd2be?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1570129477492-45c003edd2be?auto=format&fit=crop&w=800&q=80,N/A,N/A,1027,9648000,10452000,11256000,12060000,12864000,13668000,14472000,15276000,15758400,16080000
1028,1786023688-1028,N/A,Sobha Limited Emerald Park,"4 BHK Flat in Sarjapur Road, Bangalore",4 BHK Flat,4 BHK,4,4,₹145.1 Lac,N/A,N/A,1951 sqft,Plot Area,Sarjapur Road,Bangalore,Central,"Sarjapur Road, Bangalore",400128,Sobha Limited Emerald Park,Sobha Limited,Verified Partner,Zero Brokerage,Ready To Move,Yes,9d ago,3,7,1 Covered,East,Unfurnished,₹7437 /sqft,"Garden, Elevator, Jogging Track, Parking","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 4 BHK residence located in Sarjapur Road, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1564013799919-ab600027ffc6?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1564013799919-ab600027ffc6?auto=format&fit=crop&w=800&q=80,N/A,N/A,1028,8706000,9431500,10157000,10882500,11608000,12333500,13059000,13784500,14219800,14510000
1029,1786023688-1029,N/A,Oberoi Realty Serene Court,"5 BHK Flat in Bellandur, Bangalore",5 BHK Villa,5 BHK,5,4,₹215.9 Lac,N/A,N/A,2471 sqft,Plot Area,Bellandur,Bangalore,West,"Bellandur, Bangalore",400129,Oberoi Realty Serene Court,Oberoi Realty,Verified Partner,Zero Brokerage,Ready To Move,Yes,10d ago,4,8,1 Covered,East,Unfurnished,₹8737 /sqft,"Parking, Swimming Pool, Jogging Track, Gymnasium, Security, Garden","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 5 BHK residence located in Bellandur, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?auto=format&fit=crop&w=800&q=80,N/A,N/A,1029,12954000,14033500,15113000,16192500,17272000,18351500,19431000,20510500,21158200,21590000
1030,1786023688-1030,N/A,Hiranandani Group Skyline Gardens,"1 BHK Flat in Thanisandra, Bangalore",1 BHK Flat,1 BHK,1,1,₹59.4 Lac,N/A,N/A,600 sqft,Plot Area,Thanisandra,Bangalore,South,"Thanisandra, Bangalore",400130,Hiranandani Group Skyline Gardens,Hiranandani Group,Verified Partner,Zero Brokerage,Under Construction,Yes,11d ago,5,9,1 Covered,East,Unfurnished,₹9900 /sqft,"Clubhouse, Gymnasium, Jogging Track, Security, Elevator","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 1 BHK residence located in Thanisandra, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1513694203232-719a280e022f?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1513694203232-719a280e022f?auto=format&fit=crop&w=800&q=80,N/A,N/A,1030,3564000,3861000,4158000,4455000,4752000,5049000,5346000,5643000,5821200,5940000
1031,1786023688-1031,N/A,Lodha Group Imperia Haven,"2 BHK Flat in Marathahalli, Bangalore",2 BHK Flat,2 BHK,2,2,₹110.1 Lac,N/A,N/A,1146 sqft,Built-up Area,Marathahalli,Bangalore,North,"Marathahalli, Bangalore",400131,Lodha Group Imperia Haven,Lodha Group,Verified Partner,Zero Brokerage,Ready To Move,Yes,12d ago,6,10,1 Covered,North,Fully-Furnished,₹9607 /sqft,"Clubhouse, Power Backup, Garden, Tennis Court, Elevator, Gymnasium","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 2 BHK residence located in Marathahalli, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1512917774080-9991f1c4c750?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?auto=format&fit=crop&w=800&q=80,N/A,N/A,1031,6606000,7156500,7707000,8257500,8808000,9358500,9909000,10459500,10789800,11010000
1032,1786023688-1032,N/A,Aparna Constructions Elegance Enclave,"3 BHK Flat in Jayanagar, Bangalore",3 BHK Flat,3 BHK,3,3,₹116.8 Lac,N/A,N/A,1458 sqft,Built-up Area,Jayanagar,Bangalore,East,"Jayanagar, Bangalore",400132,Aparna Constructions Elegance Enclave,Aparna Constructions,Verified Partner,Zero Brokerage,Under Construction,Yes,1d ago,7,11,1 Covered,North,Fully-Furnished,₹8011 /sqft,"Swimming Pool, Garden, Security, Elevator, Clubhouse, Gymnasium, Jogging Track","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 3 BHK residence located in Jayanagar, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?auto=format&fit=crop&w=800&q=80,N/A,N/A,1032,7008000,7592000,8176000,8760000,9344000,9928000,10512000,11096000,11446400,11680000
1033,1786023688-1033,N/A,Brigade Group Urban Square,"4 BHK Flat in Rajajinagar, Bangalore",4 BHK Flat,4 BHK,4,4,₹134.2 Lac,N/A,N/A,1880 sqft,Super Built-up Area,Rajajinagar,Bangalore,South,"Rajajinagar, Bangalore",400133,Brigade Group Urban Square,Brigade Group,Verified Partner,Zero Brokerage,Ready To Move,Yes,2d ago,8,12,1 Covered,East,Fully-Furnished,₹7138 /sqft,"Parking, Elevator, Gymnasium, Clubhouse","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 4 BHK residence located in Rajajinagar, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600585154340-be6161a56a0c?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600585154340-be6161a56a0c?auto=format&fit=crop&w=800&q=80,N/A,N/A,1033,8052000,8723000,9394000,10065000,10736000,11407000,12078000,12749000,13151600,13420000
1034,1786023688-1034,N/A,Puravankara Central Plaza,"5 BHK Flat in Banashankari, Bangalore",5 BHK Villa,5 BHK,5,4,₹203.6 Lac,N/A,N/A,2375 sqft,Built-up Area,Banashankari,Bangalore,East,"Banashankari, Bangalore",400134,Puravankara Central Plaza,Puravankara,Verified Partner,Zero Brokerage,Under Construction,Yes,3d ago,9,13,1 Covered,West,Fully-Furnished,₹8573 /sqft,"Elevator, Garden, Tennis Court, Jogging Track","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 5 BHK residence located in Banashankari, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?auto=format&fit=crop&w=800&q=80,N/A,N/A,1034,12216000,13234000,14252000,15270000,16288000,17306000,18324000,19342000,19952800,20360000
1035,1786023688-1035,N/A,Rustomjee Valley Terraces,"1 BHK Flat in Malleshwaram, Bangalore",1 BHK Flat,1 BHK,1,1,₹37.5 Lac,N/A,N/A,507 sqft,Built-up Area,Malleshwaram,Bangalore,South,"Malleshwaram, Bangalore",400135,Rustomjee Valley Terraces,Rustomjee,Verified Partner,Zero Brokerage,Ready To Move,Yes,4d ago,10,14,1 Covered,North-East,Unfurnished,₹7396 /sqft,"Tennis Court, Clubhouse, Swimming Pool, Garden","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 1 BHK residence located in Malleshwaram, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600566753376-12c8ab7fb75b?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600566753376-12c8ab7fb75b?auto=format&fit=crop&w=800&q=80,N/A,N/A,1035,2250000,2437500,2625000,2812500,3000000,3187500,3375000,3562500,3675000,3750000
1036,1786023688-1036,N/A,Tata Housing Heights Residences,"2 BHK Flat in Kaggadasapura, Bangalore",2 BHK Flat,2 BHK,2,2,₹68.1 Lac,N/A,N/A,959 sqft,Super Built-up Area,Kaggadasapura,Bangalore,West,"Kaggadasapura, Bangalore",400136,Tata Housing Heights Residences,Tata Housing,Verified Partner,Zero Brokerage,Under Construction,Yes,5d ago,11,15,1 Covered,North,Fully-Furnished,₹7101 /sqft,"Elevator, Clubhouse, Garden, Swimming Pool, Power Backup, Jogging Track, Tennis Court","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 2 BHK residence located in Kaggadasapura, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1580587771525-78b9dba3b914?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?auto=format&fit=crop&w=800&q=80,N/A,N/A,1036,4086000,4426500,4767000,5107500,5448000,5788500,6129000,6469500,6673800,6810000
1037,1786023688-1037,N/A,Mahindra Lifespaces Palms Greens,"3 BHK Flat in BTM Layout, Bangalore",3 BHK Flat,3 BHK,3,3,₹149.9 Lac,N/A,N/A,1588 sqft,Carpet Area,BTM Layout,Bangalore,North,"BTM Layout, Bangalore",400137,Mahindra Lifespaces Palms Greens,Mahindra Lifespaces,Verified Partner,Zero Brokerage,Ready To Move,Yes,6d ago,12,16,1 Covered,West,Fully-Furnished,₹9440 /sqft,"Parking, Elevator, Security, Swimming Pool","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 3 BHK residence located in BTM Layout, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1570129477492-45c003edd2be?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1570129477492-45c003edd2be?auto=format&fit=crop&w=800&q=80,N/A,N/A,1037,8994000,9743500,10493000,11242500,11992000,12741500,13491000,14240500,14690200,14990000
1038,1786023688-1038,N/A,Casagrand Vista Estate,"4 BHK Flat in JP Nagar, Bangalore",4 BHK Flat,4 BHK,4,4,₹162.9 Lac,N/A,N/A,2077 sqft,Super Built-up Area,JP Nagar,Bangalore,Central,"JP Nagar, Bangalore",400138,Casagrand Vista Estate,Casagrand,Verified Partner,Zero Brokerage,Ready To Move,Yes,7d ago,13,17,1 Covered,North,Semi-Furnished,₹7843 /sqft,"Jogging Track, Elevator, Security, Parking, Garden","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 4 BHK residence located in JP Nagar, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1564013799919-ab600027ffc6?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1564013799919-ab600027ffc6?auto=format&fit=crop&w=800&q=80,N/A,N/A,1038,9774000,10588500,11403000,12217500,13032000,13846500,14661000,15475500,15964200,16290000
1039,1786023688-1039,N/A,Kolte-Patil Avenue Heights,"5 BHK Flat in C V Raman Nagar, Bangalore",5 BHK Villa,5 BHK,5,4,₹220.5 Lac,N/A,N/A,2527 sqft,Built-up Area,C V Raman Nagar,Bangalore,West,"C V Raman Nagar, Bangalore",400139,Kolte-Patil Avenue Heights,Kolte-Patil,Verified Partner,Zero Brokerage,Under Construction,Yes,8d ago,14,18,1 Covered,North,Fully-Furnished,₹8726 /sqft,"Clubhouse, Parking, Gymnasium, Power Backup, Elevator, Jogging Track, Garden","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 5 BHK residence located in C V Raman Nagar, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?auto=format&fit=crop&w=800&q=80,N/A,N/A,1039,13230000,14332500,15435000,16537500,17640000,18742500,19845000,20947500,21609000,22050000
1040,1786023688-1040,N/A,Piramal Realty Oasis Villas,"1 BHK Flat in Varthur, Bangalore",1 BHK Flat,1 BHK,1,1,₹57.4 Lac,N/A,N/A,646 sqft,Carpet Area,Varthur,Bangalore,West,"Varthur, Bangalore",400140,Piramal Realty Oasis Villas,Piramal Realty,Verified Partner,Zero Brokerage,Ready To Move,Yes,9d ago,15,19,1 Covered,West,Unfurnished,₹8885 /sqft,"Gymnasium, Power Backup, Clubhouse, Parking, Tennis Court","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 1 BHK residence located in Varthur, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1513694203232-719a280e022f?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1513694203232-719a280e022f?auto=format&fit=crop&w=800&q=80,N/A,N/A,1040,3444000,3731000,4018000,4305000,4592000,4879000,5166000,5453000,5625200,5740000
1041,1786023688-1041,N/A,Prestige Group Solitaire Towers,"2 BHK Flat in Whitefield, Bangalore",2 BHK Flat,2 BHK,2,2,₹102.3 Lac,N/A,N/A,1072 sqft,Plot Area,Whitefield,Bangalore,South,"Whitefield, Bangalore",400141,Prestige Group Solitaire Towers,Prestige Group,Verified Partner,Zero Brokerage,Under Construction,Yes,10d ago,16,20,1 Covered,North,Unfurnished,₹9543 /sqft,"Swimming Pool, Power Backup, Security, Gymnasium, Jogging Track, Parking","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 2 BHK residence located in Whitefield, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1512917774080-9991f1c4c750?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?auto=format&fit=crop&w=800&q=80,N/A,N/A,1041,6138000,6649500,7161000,7672500,8184000,8695500,9207000,9718500,10025400,10230000
1042,1786023688-1042,N/A,DLF Limited Signature Park,"3 BHK Flat in Koramangala, Bangalore",3 BHK Flat,3 BHK,3,3,₹116.7 Lac,N/A,N/A,1494 sqft,Plot Area,Koramangala,Bangalore,East,"Koramangala, Bangalore",400142,DLF Limited Signature Park,DLF Limited,Verified Partner,Zero Brokerage,Under Construction,Yes,11d ago,17,21,1 Covered,West,Unfurnished,₹7811 /sqft,"Garden, Swimming Pool, Clubhouse, Jogging Track","Modular Kitchen, High Speed Elevators, Vastu Compliant","Spacious and elegantly designed 3 BHK residence located in Koramangala, Bangalore. Features modern amenities, superb connectivity to IT hubs and commercial centers, and excelente capital appreciation potential.",https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?auto=format&fit=crop&w=800&q=80,N/A,N/A,N/A,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?auto=format&fit=crop&w=800&q=80,N/A,N/A,1042,7002000,7585500,8169000,8752500,9336000,9919500,10503000,11086500,11436600,11670000
